Title,Composer,CatNo,Date,Range,Inst1,Inst2,Inst3,Genre,Subgenre,Species ,Species2,Nationality,Key,Modulation,Folder,Filename,Comments
"Trio Sonata in G for Flute, Violin, and B.C. Movement 2",Quantz,,1717,1737,Flute,Violin,Harpsichord,ChamberSonata,,SlowMovement,,Germany,G minor,,Q,"Trio Sonata in G for Flute, Violin, and B.C. Movement 2 G minor",
"Trio Sonata in G for Flute, Violin, and B.C. Movement 3",Quantz,,1717,1737,Flute,Violin,Harpsichord,ChamberSonata,,LastMovement,,Germany,G major,,Q,"Trio Sonata in G for Flute, Violin, and B.C. Movement 3 G major",
Grande Etude Galop,Quidant,,1717,1737,Piano,,,OtherSolo,,,,France,Eb major,,Q,Grande Etude Galop Eb major,
O Mistress Mine,Quilter,Op6No2,1905,,Voice,Piano,,SongSecular,,,,France,Eb major,,Q,O Mistress Mine Eb major,
10 Preludes-Prelude in D,Rachmaninov,Op23No4,1903,,Piano,,,Prelude,,,,Russia,D major,,R,10 Preludes-Prelude in D Op23No4 D major,
10 Preludes-Prelude in Eb-,Rachmaninov,Op23No9,1903,,Piano,,,Prelude,,,,Russia,Eb minor,,R,10 Preludes-Prelude in Eb- Op23No9 Eb minor,
10 Preludes-Prelude in G-,Rachmaninov,Op23No5,1903,,Piano,,,Prelude,,,,Russia,G minor,,R,10 Preludes-Prelude in G- Op23No5 G minor,
13 Preludes-Prelude in A-,Rachmaninov,Op32No8,1910,,Piano,,,Prelude,,,,Russia,A minor,,R,13 Preludes-Prelude in A- Op32No8 A minor,
13 Preludes-Prelude in B,Rachmaninov,Op32No11,1910,,Piano,,,Prelude,,,,Russia,B major,,R,13 Preludes-Prelude in B Op32No11 B major,
13 Preludes-Prelude in Bb-,Rachmaninov,Op32No2,1910,,Piano,,,Prelude,,,,Russia,Bb minor,,R,13 Preludes-Prelude in Bb- Op32No2 Bb minor,
13 Preludes-Prelude in C,Rachmaninov,Op32No1,1910,,Piano,,,Prelude,,,,Russia,C major,,R,13 Preludes-Prelude in C Op32No1 C major,
13 Preludes-Prelude in Db,Rachmaninov,Op32No13,1910,,Piano,,,Prelude,,,,Russia,Db major,,R,13 Preludes-Prelude in Db Op32No13 Db major,
13 Preludes-Prelude in E,Rachmaninov,Op32No3,1910,,Piano,,,Prelude,,,,Russia,E major,,R,13 Preludes-Prelude in E Op32No3 E major,
13 Preludes-Prelude in F-,Rachmaninov,Op32No6,1910,,Piano,,,Prelude,,,,Russia,F minor,,R,13 Preludes-Prelude in F- Op32No6 F minor,
13 Preludes-Prelude in G,Rachmaninov,Op32No5,1910,,Piano,,,Prelude,,,,Russia,G minor,,R,13 Preludes-Prelude in G Op32No5 G minor,
13 Preludes-Prelude in G#-,Rachmaninov,Op32No12,1910,,Piano,,,Prelude,,,,Russia,G# minor,,R,13 Preludes-Prelude in G#- Op32No12 G# minor,
14 Songs-Vocalise,Rachmaninov,Op34No14,1912,,Piano,Voice,,SongSecular,,,,Russia,E minor,,R,14 Songs-Vocalise Op34No14 E minor,
A Mournful Night,Rachmaninov,Op26No12,1906,,Piano,Voice,,SongSecular,,,,Russia,B minor,,R,A Mournful Night Op26No12  B minor,
Behr Lachtaubchen Polka VR,Rachmaninov,Op303,1911,,Piano,,,OtherSolo,,,,Russia,Ab major,,R,Behr Lachtaubchen Polka VR Op303 Ab major,
Elegie in Eb-,Rachmaninov,Op1No1,1892,,Piano,,,OtherSolo,,,,Russia,Eb minor,,R,Elegie in Eb- Op2 Eb minor,
Etude Tableaux in A minor,Rachmaninov,Op39No6,1917,,Piano,,,Etude,,,,Russia,A minor,,R,Etude Tableaux in A minor Op39No6 A minor,
Etude Tableaux in Eb,Rachmaninov,Op33No6,1911,,Piano,,,Etude,,,,Russia,Eb major,,R,Etude Tableaux in Eb Op33No6 Eb major,
Etude Tableaux in Eb-,Rachmaninov,Op33No5,1911,,Piano,,,Etude,,,,Russia,Eb minor,,R,Etude Tableaux in Eb- Op33No5 Eb minor,
Etude Tableaux,Rachmaninov,Op33No3,1911,,Piano,,,Etude,,,,Russia,C minor,C major,R,Etude Tableaux Op33No3 C minor,
Flight of the Bumblebee,Rachmaninov,,1929,,Piano,,,OtherSolo,,,,Russia,A minor,,R,Flight of the Bumblebee A minor,
Italian Polka,Rachmaninov,,1906,,Piano,,,Duet,,,,Russia,Eb minor,Eb major,R,Italian Polka Eb minor,
Piano Concerto in C- 1 Moderato,Rachmaninov,Op18No2,1900,,Piano,Orchestra,,Concerto,,FirstMovement,,Russia,C minor,,R,Piano Concerto in C- 1 Moderato Op18No2 C minor,
Piano Concerto in C- 2 Adagio Sostenuto,Rachmaninov,Op18No2,1900,,Piano,Orchestra,,Concerto,,SlowMovement,,Russia,E major,,R,Piano Concerto in C- 2 Adagio Sostenuto Op18No2 E major,
Piano Concerto in C- 3 Allegro Scherzando,Rachmaninov,Op18No2,1900,,Piano,Orchestra,,Concerto,,LastMovement,,Russia,C minor,C major,R,Piano Concerto in C- 3 Allegro Scherzando Op18No2 C minor,
Piano Concerto in D- 1 Allegro Ma Non Tanto,Rachmaninov,Op30No3,1909,,Piano,Orchestra,,Concerto,,FirstMovement,,Russia,D minor,,R,Piano Concerto in D- 1 Allegro Ma Non Tanto Op30No3 D minor,
Piano Concerto in D- 2 Intermezzo,Rachmaninov,Op30No3,1909,,Piano,Piano,,Concerto,,SlowMovement,,Russia,D minor,,R,Piano Concerto in D- 2 Intermezzo Op30No3 D minor,
Piano Concerto in D- FInale Alla Breve,Rachmaninov,Op30No3,1909,,Piano,Orchestra,,Concerto,,LastMovement,,Russia,D minor,D major,R,Piano Concerto in D- FInale Alla Breve Op30No3 D minor,
Piano Concerto in F#- 1 Vivace,Rachmaninov,Op1No1,1891,,Piano,,,Concerto,,FirstMovement,,Russia,F# minor,,R,Piano Concerto in F#- 1 Vivace Op1No1 F# minor,
Piano Concerto in F#- 2 Andante,Rachmaninov,Op1No1,1891,,Piano,,,Concerto,,SlowMovement,,Russia,D major,,R,Piano Concerto in F#- 2 Andante Op1No1 D major,
Piano Concerto in F#- 3 Allegro Vivace,Rachmaninov,Op1No1,1891,,Piano,,,Concerto,,LastMovement,,Russia,F# major,,R,Piano Concerto in F#- 3 Allegro Vivace Op1No1 F# major,
Piano Sonata in Bb- Movement 1,Rachmaninov,Op36No2,1913,,Piano,,,SoloSonata,,,,Russia,Bb minor,,R,Piano Sonata in Bb- Movement 1 Op36No2 Bb minor,
Piano Sonata in Bb- Movement 2,Rachmaninov,Op36No2,1913,,Piano,,,SoloSonata,,,,Russia,G major,E major,R,Piano Sonata in Bb- Movement 2 Op36No2 G major,
Piano Sonata in Bb- Movement 3,Rachmaninov,Op36No2,1913,,Piano,,,SoloSonata,,,,Russia,Bb major,,R,Piano Sonata in Bb- Movement 3 Op36No2 Bb major,
Piano Sonata in D- 1 Allegro Moderato,Rachmaninov,Op28No1,1907,,Piano,,,SoloSonata,,FirstMovement,,Russia,D minor,,R,Piano Sonata in D- 1 Allegro Moderato Op3No30 D minor,
Piano Sonata in D- 2 Lento,Rachmaninov,Op28No1,1907,,Piano,,,SoloSonata,,SlowMovement,,Russia,D major,F major,R,Piano Sonata in D- 2 Lento Op28No1 D major,
Piano Sonata in D- 3 Allegro Molto,Rachmaninov,Op28No1,1907,,Piano,,,SoloSonata,,LastMovement,,Russia,D minor,,R,Piano Sonata in D- 3 Allegro Molto Op28No1 D minor,
Prelude in C#-,Rachmaninov,Op3No2,1887,,Piano,,,Prelude,,,,Russia,C# minor,,R,Prelude in C#- Op3No2 C#-,
Rhapsody on a Theme by Paganini 1 Allegro Vivace,Rachmaninov,Op43,1934,,Piano,,,Concerto,,,,Russia,A minor,,R,Rhapsody on a Theme by Paganini 1 Allegro Vivace Op43 A minor,
Rhapsody on a Theme by Paganini 2 L'istesso Tempo,Rachmaninov,Op43,1934,,Piano,,,Concerto,,,,Russia,A minor,,R,Rhapsody on a Theme by Paganini 2 L'istesso Tempo Op43 A minor,
Rhapsody on a Theme by Paganini 4 Allegro,Rachmaninov,Op43,1934,,Piano,,,Concerto,,,,Russia,A minor,,R,Rhapsody on a Theme by Paganini 4 Allegro Op43 A minor,
Rhapsody on a Theme by Paganini 5 Tempo Precedente,Rachmaninov,Op43,1934,,Piano,,,Concerto,,,,Russia,A minor,,R,Rhapsody on a Theme by Paganini 5 Tempo Precedente Op43 A minor,
"Romance, Piano Duet in C-",Rachmaninov,Op11No5,1894,,Piano,,,Duet,,,,Russia,Eb major,,R,"Romance, Piano Duet in C- Op11No5 Eb major",
Russian Rhapsody in E- for two Pianos,Rachmaninov,,1891,,Piano,,,OtherSolo,,,,Russia,G major,,R,Russian Rhapsody in E- for two Pianos G major,
Sonata in G- for Violoncello and Piano 2 Allegro Scherzando,Rachmaninov,Op19,1903,,Piano,Cello,,ChamberSonata,,FastMovement,,Russia,C minor,,R,Sonata in G- for Violoncello and Piano 2 Allegro Scherzando Op19 C minor,
Sonata in G- for Violoncello and Piano 3 Andante,Rachmaninov,Op19,1903,,Piano,Cello,,ChamberSonata,,LastMovement,,Russia,Eb minor,Eb major,R,Sonata in G- for Violoncello and Piano 3 Andante Op19 Eb minor,
Suite from the Partita in E for Violin 1 Preludio,Rachmaninov,,1933,,Piano,Violin,,Duet,,,,Russia,E major,,R,Suite from the Partita in E for Violin 1 Preludio E major,Violin is played by piano
Suite from the Partita in E for Violin 2 Gavotte,Rachmaninov,,1933,,Piano,Violin,,Duet,,,,Russia,E major,,R,Suite from the Partita in E for Violin 2 Gavotte E major,
Suite from the Partita in E for Violin 3 Gigue,Rachmaninov,,1933,,Piano,Violin,,Duet,,,,Russia,E major,,R,Suite from the Partita in E for Violin 3 Gigue E major,
"The Corn Field, Song for Voice and Piano",Rachmaninov,Op4No5,1896,,Piano,Voice,,SongSecular,,,,Russia,D minor,,R,"The Corn Field, Song for Voice and Piano Op4No5 D minor",
The Star Spangled Banner,Rachmaninov,,1918,,Piano,,,OtherSolo,,,,Russia,Bb major,,R,The Star Spangled Banner Bb major,
Vespers 1 Blagoslovi Duche Moya in C,Rachmaninov,Op37No1,1915,,Voice,,,OtherTextedSacred,,,,Russia,C major,,R,Vespers 1 Blagoslovi Duche Moya in C Op37No1 C major,
"Vespers 14 When thou, O Lord, hadst arisen",Rachmaninov,Op37No14,1915,,Voice,,,OtherTextedSacred,,,,Russia,D minor,G major,R,"Vespers 14 When thou, O Lord, hadst arisen D minor",
"Vespers 2 Bless the Lord, O My Soul",Rachmaninov,Op37No2,1915,,Voice,,,OtherTextedSacred,,,,Russia,A minor,C majo,R,"Vespers 2 Bless the Lord, O My Soul Op37No2 A minor",
Vespers 6 Ave Maria,Rachmaninov,Op37No6,1915,,Voice,,,OtherTextedSacred,,,,Russia,F major,,R,Vespers 6 Ave Maria Op37No6 F major,
Cavatina for Violin and Guitar,Raff,,1870,,Guitar,Violin,,Duet,,,,Germany,D major,,R,Cavatina for Violin and Guitar D major,Guitar played by piano
La Fileuse The Spinning Wheel,Raff,Op157,1870,,Piano,,,OtherSolo,,,,Germany,F# major,,R,La Fileuse The Spinning Wheel Op157 F# major,
Piano Sonata in Eb- 1 Allegro,Raff,Op14,1881,,Piano,,,SoloSonata,,FirstMovement,,Germany,Eb minor,,R,Piano Sonata in Eb- 1 Allegro Op14 Eb minor,
Piano Sonata in Eb- 2 Allegro Molto,Raff,Op14,1881,,Piano,,,SoloSonata,,FastMovement,,Germany,Eb minor,,R,Piano Sonata in Eb- 2 Allegro Molto Op14 Eb minor,
Piano Sonata in Eb- 3 Larghetto,Raff,Op14,1881,,Piano,,,SoloSonata,,SlowMovement,,Germany,B major,,R,Piano Sonata in Eb- 3 Larghetto Op14 B major,
Piano Sonata in Eb- 4 Allegro,Raff,Op14,1881,,Piano,,,SoloSonata,,LastMovement,,Germany,Eb major,,R,Piano Sonata in Eb- 4 Allegro Op14 Eb major,
"Romance, Piano Duet in C-",Raff,Op2,1849,,Piano,,,OtherSolo,,,,Germany,D major,,R,"Romance, Piano Duet in C- Op2 D major",
"1e rigaudon, 2e rigaudon, double du 2e rigaudon",Rameau,,1703,1723,Harpsichord,,,OtherSolo,,,,France,E minor,,R,"1e rigaudon, 2e rigaudon, double du 2e rigaudon E minor",
Dardanus - Sommeil: Rondeau tendre,Rameau,,1739,,Orchestra,,,Prelude,,,,France,G minor,,R,"Dardanus - Sommeil, Rondeau tendre G minor",
Gigue en Rondeau,Rameau,,1703,1723,Harpsichord,,,OtherSolo,,,,France,E minor,,R,Gigue en rondeau E minor,
La Nuit,Rameau,,1703,1723,Orchestra,,,Prelude,,,,France,Eb major,,R,La Nuit Eb major,
Les Bor_ades - Choeur 'Parcourez la Terre...',Rameau,,1763,,Orchestra,,,Prelude,,,,France,D major,,R,Les Bor_ades - Choeur 'Parcourez la Terre...' D major,
Menuet Le Lardon,Rameau,,1703,1723,Harpsichord,,,OtherSolo,,,,France,D major,,R,Menuet Le Lardon D major,
Nouvellas Suites de Pieces de Clavecin 1 Allemande,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,A minor,,R,Nouvellas Suites de Pieces de Clavecin 1 Allemande A minor,
Nouvellas Suites de Pieces de Clavecin 10 Menuet,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,G major,,R,Nouvellas Suites de Pieces de Clavecin 10 Menuet G major,
Nouvellas Suites de Pieces de Clavecin 11 La Poule,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,G minor,,R,Nouvellas Suites de Pieces de Clavecin 11 La Poule G minor,
Nouvellas Suites de Pieces de Clavecin 12 Les Triolets,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,G major,,R,Nouvellas Suites de Pieces de Clavecin 12 Les Triolets G major,
Nouvellas Suites de Pieces de Clavecin 13 Les Sauvages,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,G minor,,R,Nouvellas Suites de Pieces de Clavecin 13 Les Sauvages G minor,
Nouvellas Suites de Pieces de Clavecin 14 LEnharmonique,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,G minor,,R,Nouvellas Suites de Pieces de Clavecin 14 LEnharmonique G minor,
Nouvellas Suites de Pieces de Clavecin 15 LEgyptienne,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,G minor,,R,Nouvellas Suites de Pieces de Clavecin 15 LEgyptienne G minor,
Nouvellas Suites de Pieces de Clavecin 2 Courante,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,A minor,,R,Nouvellas Suites de Pieces de Clavecin 2 Courante A minor,
Nouvellas Suites de Pieces de Clavecin 3 Sarabande,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,A major,,R,Nouvellas Suites de Pieces de Clavecin 3 Sarabande A major,
Nouvellas Suites de Pieces de Clavecin 4 Le Trois Mains,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,A minor,,R,Nouvellas Suites de Pieces de Clavecin 4 Le Trois Mains A minor,
Nouvellas Suites de Pieces de Clavecin 5 Fanfarinette,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,A major,,R,Nouvellas Suites de Pieces de Clavecin 5 Fanfarinette A major,
Nouvellas Suites de Pieces de Clavecin 6 La Triomphante,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,A major,,R,Nouvellas Suites de Pieces de Clavecin 6 La Triomphante A major,
Nouvellas Suites de Pieces de Clavecin 7 Gavotte,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,A minor,,R,Nouvellas Suites de Pieces de Clavecin 7 Gavotte A minor,
Nouvellas Suites de Pieces de Clavecin 8 Les Tricotets,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,G major,,R,Nouvellas Suites de Pieces de Clavecin 8 Les Tricotets G major,
Nouvellas Suites de Pieces de Clavecin 9 Lindifferente,Rameau,,1731,,Harpsichord,,,OtherSolo,,,,France,G minor,,R,Nouvellas Suites de Pieces de Clavecin 9 Lindifferente G minor,
"Nouvelles Suites de Pièces de Clavecin, Book of 1731 Gavote with six Doubles-Third Variation",Rameau,,1731,,Piano,,,OtherSolo,,,,France,A minor,,R,"Nouvelles Suites de Pièces de Clavecin, Book of 1731 Gavote with six Doubles-Third Variation A minor",
Pygmalion Air and Choeur LAmour Triomph,Rameau,,1703,1723,Orchestra,,,Prelude,,,,France,F major,,R,Pygmalion Air and Choeur LAmour Triomph F major,
Pygmalion Overture,Rameau,,1703,1723,Orchestra,,,Overture,,,,France,G major,,R,Pygmalion Overture G major,
Rondeau La Joyeuse,Rameau,,1703,1723,Harpsichord,,,OtherSolo,,,,France,D major,,R,Rondeau La Joyeuse D major,
Classical Memories,Rance,,1916,1836,Organ,,,OtherSolo,,,,France,C major,F major,R,Classical Memories C major,
Irish Melodies,Rance,,1916,1836,Orchestra,,,Prelude,,,,France,F major,,R,Irish Melodies F major,
Alborada del Gracioso,Ravel,,1918,,Piano,,,OtherSolo,,,,France,D minor,D major,R,Alborada del Gracioso D minor,
Album de six Morceaux choisis 1 Prelude,Ravel,,1913,,Piano,,,Prelude,,,,France,A minor,C major,R,Album de six Morceaux choisis 1 Prelude A minor,
Chanson Espagnole,Ravel,,1910,,Piano,Voice,,Duet,,,,France,D minor,,R,Chanson Espagnole,
Concerto for Piano in G 1 Allegramente,Ravel,,1929,1931,Piano,Orchestra,,Concerto,,,,France,C major,,R,Concerto for Piano in G 1 Allegramente C major,
Concerto for Piano in G 2 Adagio Assai,Ravel,,1929,1931,Piano,Orchestra,,Concerto,,,,France,E major,,R,Concerto for Piano in G 2 Adagio Assai E major,
Concerto for Piano in G 3 Presto,Ravel,,1929,1931,Piano,Orchestra,,Concerto,,,,France,G major,,R,Concerto for Piano in G 3 Presto G major,
Gaspard de la Nuit Le Gibet,Ravel,,1908,,Piano,,,OtherSolo,,,,France,Eb minor,,R,Gaspard de la Nuit Le Gibet Eb minor,
Gaspard de la Nuit Ondine,Ravel,,1908,,Piano,,,OtherSolo,,,,France,Db major,,R,Gaspard de la Nuit Ondine Db major,
Gaspard de la Nuit Scarbo,Ravel,,1908,,Piano,,,OtherSolo,,,,France,G# minor,B major,R,Gaspard de la Nuit Scarbo G# minor,
"Introduction and Allegro for flute, clarinet, string quartet and harp",Ravel,,1905,,Flute,Clarinet,Harp,Prelude,,,,France,Gb major,,R,"Introduction and Allegro for flute, clarinet, string quartet and harp Gb major",
JeuxdEau,Ravel,,1901,,Piano,,,OtherSolo,,,,France,G# minor,E major,R,JeuxdEau G# minor,
Le Tombeau de Couperin 1 Prelude,Ravel,,1914,,Orchestra,,,Prelude,,,,France,G major,,R,Le Tombeau de Couperin 1 Prelude G major,
Le Tombeau de Couperin 2 Forlane,Ravel,,1914,,Orchestra,,,Prelude,,,,France,E minor,,R,Le Tombeau de Couperin 2 Forlane E minor,
Le Tombeau de Couperin 6 Toccata,Ravel,,1914,,Piano,,,Duet,,,,France,E minor,E major,R,Le Tombeau de Couperin 6 Toccata E minor,
Le Tombeau de Couperin Menuet,Ravel,,1914,,Piano,,,Duet,,,,France,G major,,R,Le Tombeau de Couperin Menuet G major,
Ma mere l'Oye  5 pièces enfantines pour piano _ 4 mains 4 Les entretiens de la Belle et de la bete,Ravel,,1911,,Piano,,,Duet,,,,France,F major,,R,Ma mere l'Oye  5 pièces enfantines pour piano _ 4 mains 4 Les entretiens de la Belle et de la bete,
Ma mere l'Oye 5 pièces enfantines pour piano _ 4 mains 1 Pavane de la Belle Au Bois Dormant,Ravel,,1911,,Piano,,,Duet,,,,France,A minor,,R,Ma mere l'Oye 5 pièces enfantines pour piano _ 4 mains 1 Pavane de la Belle Au Bois Dormant A minor,
Ma mere l'Oye 5 pièces enfantines pour piano _ 4 mains 2 Petit Poucet,Ravel,,1911,,Piano,,,Duet,,,,France,C minor,,R,Ma mere l'Oye 5 pièces enfantines pour piano _ 4 mains 2 Petit Poucet C minor,
Ma mere l'Oye 5 pièces enfantines pour piano _ 4 mains 3 Laideronnete Imp_ratrice des Pagodes,Ravel,,1911,,Piano,,,Duet,,,,France,F# major,,R,Ma mere l'Oye 5 pièces enfantines pour piano _ 4 mains 3 Laideronnete Imp_ratrice des Pagodes F# major,
Ma mere l'Oye 5 pièces enfantines pour piano _ 4 mains 5 Le jardin feerique,Ravel,,1911,,Piano,,,Duet,,,,France,C major,,R,Ma mere l'Oye 5 pièces enfantines pour piano _ 4 mains 5 Le jardin feerique C major,
Miroirs 1 Noctuellas,Ravel,,1905,,Piano,,,OtherSolo,,,,France,C# major,,R,Miroirs 1 Noctuellas C# major,
Miroirs 2 Oiseaux Tristes,Ravel,,1905,,Piano,,,OtherSolo,,,,France,Eb minor,,R,Miroirs 2 Oiseaux Tristes Eb minor,
Miroirs 3 Une barque sur locean,Ravel,,1905,,Piano,,,OtherSolo,,,,France,E major,,R,Miroirs 3 Une barque sur locean E major,
Miroirs 4 Alborada del gracioso,Ravel,,1905,,Piano,,,OtherSolo,,,,France,D minor,D major,R,Miroirs 4 Alborada del gracioso D minor,
Miroirs 5 La vallee des cloches,Ravel,,1905,,Piano,,,OtherSolo,,,,France,C# major,,R,Miroirs 5 La vallee des cloches C# major,
Nicolette,Ravel,,1914,1915,Voice,,,SongSecular,,,,France,D minor,A major,R,Nicolette D minor,
Pavane pour une infante d_funte,Ravel,,1899,,Piano,,,OtherSolo,,,,France,G major,,R,Pavane pour une infante d_funte G major,
Piece en Forme de Habanera,Ravel,,1907,1908,Guitar,,,Duet,,,,France,A major,,R,Piece en Forme de Habanera A major,
Rapsodie Espagnole 1 Prelude a la nuit,Ravel,,1908,,Piano,Orchestra,,Concerto,,,,France,A major,,R,Rapsodie Espagnole 1 Prelude a la nuit A major,
Rapsodie Espagnole 2 Malaguena,Ravel,,1908,,Piano,Orchestra,,Concerto,,,,France,A major,,R,Rapsodie Espagnole 2 Malaguena A major,
Rapsodie Espagnole 3 Habanera,Ravel,,1908,,Piano,Orchestra,,Concerto,,,,France,C# major,,R,Rapsodie Espagnole 3 Habanera C# major,
Rapsodie Espagnole 4 Feria,Ravel,,1908,,Piano,Orchestra,,Concerto,,,,France,C major,,R,Rapsodie Espagnole 4 Feria C major,
Sonatine for Piano 1 Modere,Ravel,,1903,,Piano,,,SoloSonata,,,,France,F# major,,R,Sonatine for Piano 1 Modere F# major,
Sonatine for Piano 2 Menuet,Ravel,,1903,,Piano,,,SoloSonata,,,,France,Db major,,R,Sonatine for Piano 2 Menuet Db major,
Sonatine for Piano 3 Anime,Ravel,,1903,,Piano,,,SoloSonata,,,,France,F# major,,R,Sonatine for Piano 3 Anime F# major,
Transcriptions-Debussy-Prelude a l'apresmidi d'un faune,Ravel,,1930,,Piano,,,OtherSolo,,,,France,E major,,R,Transcriptions-Debussy-Prelude a l'apresmidi d'un faune E major,
Valses Nobles et Sentimentales 1 Modere Tres Franc,Ravel,,1910,1912,Piano,,,OtherSolo,,,,France,G major,,R,Valses Nobles et Sentimentales 1 Modere Tres Franc G major,
Valses Nobles et Sentimentales 2 Assez Lent Avec Une Expression Intense,Ravel,,1910,1912,Piano,,,OtherSolo,,,,France,G minor,,R,Valses Nobles et Sentimentales 2 Assez Lent Avec Une Expression Intense G minor,
Valses Nobles et Sentimentales 3 Modere,Ravel,,1910,1912,Orchestra,,,Prelude,,,,France,E minor,,R,Valses Nobles et Sentimentales 3 Modere E minor,
Valses Nobles et Sentimentales 4 Assez Anime,Ravel,,1910,1912,Orchestra,,,Prelude,,,,France,Ab major,,R,Valses Nobles et Sentimentales 4 Assez Anime Ab major,
Valses Nobles et Sentimentales 5 Presque Lent,Ravel,,1910,1912,Orchestra,,,Prelude,,,,France,E major,,R,Valses Nobles et Sentimentales 5 Presque Lent E major,
Valses Nobles et Sentimentales 6 Assez vif,Ravel,,1910,1912,Orchestra,,,Prelude,,,,France,C major,,R,Valses Nobles et Sentimentales 6 Assez vif C major,
Valses Nobles et Sentimentales 7 Moins vif-modere,Ravel,,1910,1912,Orchestra,,,Prelude,,,,France,A major,,R,Valses Nobles et Sentimentales 7 Moins vif-modere A major,
Valses Nobles et Sentimentales 8 Lent-Epilogue,Ravel,,1910,1912,Orchestra,,,Prelude,,,,France,G minor,,R,Valses Nobles et Sentimentales 8 Lent-Epilogue G minor,
Le Petit Bolero,Ravina,,1838,1858,Piano,,,OtherSolo,,,,France,A minor,,R,Le Petit Bolero A minor,
Nocturne,Ravina,,1838,1858,Piano,,,OtherSolo,,,,France,C# major,,R,Nocturne C# major,
O Little Town of Bethlehem,Redmer,,1838,1858,Piano,Guitar,,Duet,,,,,A major,,R,O Little Town of Bethlehem A major,
Clarinet Quintet in A 1 Moderato,Reger,Op146,1915,,Clarinet,StringQuartet,,MiscWindEnsemble,,,,Germany,A major,,R,Clarinet Quintet in A 1 Moderato Op146 A major,
Clarinet Quintet in A 2 Vivace,Reger,Op146,1915,,Clarinet,StringQuartet,,MiscWindEnsemble,,,,Germany,B minor,,R,Clarinet Quintet in A 2 Vivace Op146 B minor,
Clarinet Quintet in A 3 Largo,Reger,Op146,1915,,Clarinet,StringQuartet,,MiscWindEnsemble,,,,Germany,E major,,R,Clarinet Quintet in A 3 Largo Op146 E major,
Clarinet Quintet in A 4 Poco Allegretto-Vivace-Sostenuto,Reger,Op146,1915,,Clarinet,StringQuartet,,MiscWindEnsemble,,,,Germany,A major,,R,Clarinet Quintet in A 4 Poco Allegretto-Vivace-Sostenuto Op146 A major,
Fantasie und Fuge in D- Fantasie,Reger,Op135b,1916,,Organ,,,Fantasy,,,,Germany,D minor,,R,Fantasie und Fuge in D- Fantasie Op135b D minor,
Fantasie und Fuge in D- Fuge,Reger,Op135b,1916,,Organ,,,Fugue,,,,Germany,D minor,,R,Fantasie und Fuge in D- Fuge Op135b D minor,
"Introduction, Passacaglia and Fugue for Organ in E-",Reger,Op127,1913,,Organ,,,OtherSolo,,,,Germany,E minor,,R,"Introduction, Passacaglia and Fugue for Organ in E- Op127 E minor",
Lass mich dein sein und bleiben,Reger,,1893,1913,Organ,,,OtherSolo,,,,Germany,D minor,,R,Lass mich dein sein und bleiben D minor,
Nine Pieces 1 Toccata,Reger,Op129,1913,,Organ,,,OtherSolo,,,,Germany,D minor,,R,Nine Pieces 1 Toccata Op129 D minor,
Nine Pieces 2 Fugue,Reger,Op129,1913,,Organ,,,OtherSolo,,,,Germany,D minor,,R,Nine Pieces 2 Fugue Op129 D minor,
Nine Pieces 3 Canon,Reger,Op129,1913,,Organ,,,OtherSolo,,,,Germany,G major,,R,Nine Pieces 3 Canon Op129 G major,
Nine Pieces 4 Melodia,Reger,Op129,1913,,Organ,,,OtherSolo,,,,Germany,Bb major,,R,Nine Pieces 4 Melodia Op129 Bb major,
Nine Pieces 5 Capriccio,Reger,Op129,1913,,Organ,,,OtherSolo,,,,Germany,G minor,,R,Nine Pieces 5 Capriccio G minor,
Flute Quartet Movement 1,Reicha,Op12,1790,1805,Flute,,,MiscWindEnsemble,,,,France,D major,,R,Flute Quartet Movement 1 Op12 D major,
Six Trios Allegretto,Reicha,Op82,1912,,Horn,,,Trio,,,,France,F major,,R,Six Trios Allegretto Op82 F major,
Six Trios Allegro,Reicha,Op82,1912,,Horn,,,Trio,,,,France,F major,,R,Six Trios Allegro Op82 F major,
Six Trios Allegro Scherzando,Reicha,Op82,1912,,Horn,,,Trio,,,,France,F major,,R,Six Trios Allegro Scherzando Op82 F major,
Six Trios Lento,Reicha,Op82,1912,,Horn,,,Trio,,,,France,F major,,R,Six Trios Lento Op82 F major,
Six Trios Lento Sostenuto,Reicha,Op82,1912,,Horn,,,Trio,,,,France,F minor,,R,Six Trios Lento Sostenuto Op82 F minor,
Six Trios Menuetto Grazioso,Reicha,Op82,1912,,Horn,,,Trio,,,,France,F major,,R,Six Trios Menuetto Grazioso Op82 F major,
